,fname,width,slice
34167,file1001082.h5,400,20
34168,file1001082.h5,400,36
34169,file1001546.h5,400,11
34170,file1001082.h5,400,1
34171,file1001847.h5,400,3
34172,file1000216.h5,400,11
34173,file1001546.h5,400,21
34174,file1001082.h5,400,9
34175,file1001082.h5,400,5
3264,file1000172.h5,372,24
3265,file1001580.h5,372,3
3266,file1001494.h5,372,15
3267,file1001392.h5,372,10
3268,file1000109.h5,372,3
3269,file1000971.h5,372,16
3270,file1000936.h5,372,23
3271,file1000340.h5,372,36
3272,file1001310.h5,372,8
3273,file1001775.h5,372,30
3274,file1001296.h5,372,3
3275,file1000547.h5,372,19
3276,file1000509.h5,372,2
3277,file1001617.h5,372,11
3278,file1001775.h5,372,14
3279,file1002509.h5,372,12
6048,file1001185.h5,372,18
6049,file1002561.h5,372,30
6050,file1002395.h5,372,5
6051,file1001590.h5,372,12
6052,file1002010.h5,372,18
6053,file1002241.h5,372,17
6054,file1001967.h5,372,2
6055,file1001665.h5,372,20
6056,file1001379.h5,372,22
6057,file1001665.h5,372,17
6058,file1002175.h5,372,10
6059,file1002054.h5,372,3
6060,file1000117.h5,372,14
6061,file1002186.h5,372,30
6062,file1000490.h5,372,25
6063,file1001677.h5,372,5
4752,file1001214.h5,372,29
4753,file1001328.h5,372,26
4754,file1001627.h5,372,8
4755,file1000425.h5,372,11
4756,file1001675.h5,372,14
4757,file1000043.h5,372,23
4758,file1001855.h5,372,25
4759,file1002359.h5,372,4
4760,file1002055.h5,372,27
4761,file1001690.h5,372,24
4762,file1000459.h5,372,0
4763,file1000032.h5,372,29
4764,file1000070.h5,372,35
4765,file1002561.h5,372,24
4766,file1000257.h5,372,27
4767,file1000141.h5,372,7
6096,file1002366.h5,372,20
6097,file1000740.h5,372,18
6098,file1002231.h5,372,32
6099,file1000653.h5,372,11
6100,file1001169.h5,372,27
6101,file1000085.h5,372,10
6102,file1002510.h5,372,23
6103,file1001392.h5,372,22
6104,file1001519.h5,372,17
6105,file1001214.h5,372,13
6106,file1000172.h5,372,31
6107,file1002186.h5,372,9
6108,file1001149.h5,372,17
6109,file1002153.h5,372,1
6110,file1001296.h5,372,24
6111,file1000566.h5,372,4
14944,file1001767.h5,368,25
14945,file1000384.h5,368,32
14946,file1000695.h5,368,3
14947,file1001615.h5,368,13
14948,file1000100.h5,368,31
14949,file1000173.h5,368,0
14950,file1000582.h5,368,8
14951,file1002090.h5,368,23
14952,file1001370.h5,368,27
14953,file1001989.h5,368,23
14954,file1002048.h5,368,30
14955,file1000223.h5,368,20
14956,file1000640.h5,368,15
14957,file1001134.h5,368,18
14958,file1002439.h5,368,9
14959,file1002431.h5,368,3
10496,file1002235.h5,372,24
10497,file1002229.h5,372,4
10498,file1002023.h5,372,14
10499,file1001037.h5,372,21
10500,file1000896.h5,372,23
10501,file1002241.h5,372,7
10502,file1001007.h5,372,4
10503,file1000448.h5,372,19
10504,file1001584.h5,372,1
10505,file1000833.h5,372,32
10506,file1001161.h5,372,17
10507,file1000721.h5,372,6
10508,file1001328.h5,372,8
10509,file1000566.h5,372,14
10510,file1000723.h5,372,22
10511,file1002139.h5,372,16
20160,file1001235.h5,368,16
20161,file1001701.h5,368,13
20162,file1000983.h5,368,24
20163,file1002369.h5,368,0
20164,file1000059.h5,368,18
20165,file1000888.h5,368,24
20166,file1001297.h5,368,22
20167,file1002379.h5,368,25
20168,file1001993.h5,368,24
20169,file1002444.h5,368,22
20170,file1000321.h5,368,23
20171,file1002341.h5,368,6
20172,file1002523.h5,368,29
20173,file1002333.h5,368,33
20174,file1000600.h5,368,1
20175,file1002243.h5,368,15
12464,file1002338.h5,372,31
12465,file1001867.h5,372,19
12466,file1000612.h5,372,27
12467,file1001145.h5,372,36
12468,file1002038.h5,372,21
12469,file1000200.h5,372,4
12470,file1002012.h5,372,27
12471,file1000443.h5,372,20
12472,file1002010.h5,372,24
12473,file1000719.h5,372,7
12474,file1001236.h5,372,20
12475,file1000719.h5,372,10
12476,file1000719.h5,372,19
12477,file1000963.h5,372,15
12478,file1001379.h5,372,9
12479,file1000994.h5,372,4
8592,file1000374.h5,372,12
8593,file1001698.h5,372,17
8594,file1000755.h5,372,27
8595,file1002561.h5,372,22
8596,file1000723.h5,372,4
8597,file1002211.h5,372,21
8598,file1001777.h5,372,21
8599,file1001733.h5,372,12
8600,file1001027.h5,372,19
8601,file1000715.h5,372,29
8602,file1001544.h5,372,7
8603,file1001001.h5,372,30
8604,file1002376.h5,372,11
8605,file1000880.h5,372,34
8606,file1002229.h5,372,12
8607,file1001588.h5,372,31
1072,file1001373.h5,372,13
1073,file1000142.h5,372,19
1074,file1000689.h5,372,20
1075,file1000969.h5,372,29
1076,file1001393.h5,372,27
1077,file1001504.h5,372,17
1078,file1001907.h5,372,8
1079,file1001801.h5,372,11
1080,file1001541.h5,372,7
1081,file1001513.h5,372,14
1082,file1001733.h5,372,23
1083,file1001979.h5,372,1
1084,file1001079.h5,372,11
1085,file1000070.h5,372,18
1086,file1002476.h5,372,4
1087,file1000185.h5,372,23
29072,file1002514.h5,368,26
29073,file1000131.h5,368,28
29074,file1001139.h5,368,1
29075,file1000023.h5,368,24
29076,file1002544.h5,368,7
29077,file1001299.h5,368,35
29078,file1000481.h5,368,6
29079,file1000795.h5,368,1
29080,file1000027.h5,368,9
29081,file1000173.h5,368,17
29082,file1000850.h5,368,35
29083,file1002283.h5,368,15
29084,file1001860.h5,368,23
29085,file1000632.h5,368,4
29086,file1001266.h5,368,11
29087,file1000262.h5,368,11
22544,file1001989.h5,368,1
22545,file1000475.h5,368,10
22546,file1001942.h5,368,0
22547,file1001358.h5,368,8
22548,file1001110.h5,368,25
22549,file1000408.h5,368,20
22550,file1001205.h5,368,41
22551,file1001283.h5,368,27
22552,file1001388.h5,368,14
22553,file1000750.h5,368,29
22554,file1001739.h5,368,22
22555,file1002441.h5,368,6
22556,file1000627.h5,368,24
22557,file1001189.h5,368,1
22558,file1000582.h5,368,14
22559,file1000600.h5,368,20
7120,file1001455.h5,372,27
7121,file1001094.h5,372,31
7122,file1000808.h5,372,29
7123,file1001452.h5,372,0
7124,file1001392.h5,372,20
7125,file1002086.h5,372,24
7126,file1000200.h5,372,5
7127,file1001883.h5,372,38
7128,file1001051.h5,372,4
7129,file1000984.h5,372,22
7130,file1000919.h5,372,30
7131,file1001799.h5,372,5
7132,file1002010.h5,372,10
7133,file1001169.h5,372,11
7134,file1001915.h5,372,18
7135,file1000200.h5,372,21
24160,file1001945.h5,368,26
24161,file1000211.h5,368,21
24162,file1000170.h5,368,34
24163,file1001891.h5,368,2
24164,file1000785.h5,368,23
24165,file1000785.h5,368,11
24166,file1000287.h5,368,18
24167,file1002123.h5,368,20
24168,file1000021.h5,368,10
24169,file1001520.h5,368,20
24170,file1001288.h5,368,28
24171,file1001989.h5,368,13
24172,file1000101.h5,368,35
24173,file1000339.h5,368,20
24174,file1000806.h5,368,3
24175,file1002430.h5,368,6
21216,file1002505.h5,368,8
21217,file1002430.h5,368,16
21218,file1000181.h5,368,8
21219,file1001857.h5,368,28
21220,file1000339.h5,368,14
21221,file1002098.h5,368,38
21222,file1001737.h5,368,18
21223,file1001176.h5,368,10
21224,file1000188.h5,368,8
21225,file1002523.h5,368,6
21226,file1000927.h5,368,27
21227,file1001600.h5,368,13
21228,file1000888.h5,368,7
21229,file1001950.h5,368,23
21230,file1001999.h5,368,16
21231,file1001372.h5,368,27
26736,file1000101.h5,368,19
26737,file1002356.h5,368,17
26738,file1002361.h5,368,1
26739,file1000191.h5,368,30
26740,file1000974.h5,368,25
26741,file1002127.h5,368,19
26742,file1001134.h5,368,15
26743,file1001479.h5,368,7
26744,file1000116.h5,368,16
26745,file1000057.h5,368,30
26746,file1000233.h5,368,26
26747,file1001945.h5,368,0
26748,file1000330.h5,368,20
26749,file1000211.h5,368,1
26750,file1001901.h5,368,23
26751,file1001106.h5,368,28
3248,file1000685.h5,372,13
3249,file1002211.h5,372,26
3250,file1000290.h5,372,20
3251,file1000200.h5,372,9
3252,file1002186.h5,372,11
3253,file1001455.h5,372,11
3254,file1002262.h5,372,25
3255,file1000053.h5,372,26
3256,file1000248.h5,372,16
3257,file1001912.h5,372,27
3258,file1001320.h5,372,14
3259,file1000257.h5,372,22
3260,file1001360.h5,372,34
3261,file1001979.h5,372,19
3262,file1002353.h5,372,25
3263,file1001722.h5,372,13
13216,file1002246.h5,322,19
13217,file1000954.h5,322,12
13218,file1002107.h5,322,12
13219,file1000246.h5,322,11
13220,file1001465.h5,322,17
13221,file1000492.h5,322,5
13222,file1001013.h5,322,14
13223,file1000311.h5,322,24
13224,file1001965.h5,322,11
13225,file1002107.h5,322,18
13226,file1002246.h5,322,12
13227,file1000752.h5,322,7
13228,file1001908.h5,322,32
13229,file1000898.h5,322,7
13230,file1001013.h5,322,16
13231,file1000954.h5,322,7
16000,file1001521.h5,368,1
16001,file1000040.h5,368,17
16002,file1001014.h5,368,17
16003,file1001922.h5,368,25
16004,file1001927.h5,368,4
16005,file1001701.h5,368,33
16006,file1002063.h5,368,30
16007,file1002568.h5,368,0
16008,file1002386.h5,368,25
16009,file1001130.h5,368,1
16010,file1002342.h5,368,37
16011,file1001985.h5,368,25
16012,file1000790.h5,368,1
16013,file1002304.h5,368,27
16014,file1002324.h5,368,7
16015,file1001672.h5,368,19
8816,file1000880.h5,372,3
8817,file1002103.h5,372,5
8818,file1000755.h5,372,6
8819,file1000587.h5,372,3
8820,file1001948.h5,372,31
8821,file1001602.h5,372,19
8822,file1000509.h5,372,10
8823,file1001392.h5,372,13
8824,file1001185.h5,372,30
8825,file1000032.h5,372,2
8826,file1001161.h5,372,35
8827,file1000988.h5,372,28
8828,file1002561.h5,372,18
8829,file1000416.h5,372,29
8830,file1001571.h5,372,27
8831,file1001436.h5,372,14
16992,file1000339.h5,368,39
16993,file1000806.h5,368,25
16994,file1000743.h5,368,28
16995,file1001474.h5,368,1
16996,file1002520.h5,368,1
16997,file1001036.h5,368,3
16998,file1001645.h5,368,7
16999,file1000111.h5,368,11
17000,file1002368.h5,368,34
17001,file1001746.h5,368,21
17002,file1001673.h5,368,23
17003,file1000743.h5,368,5
17004,file1000408.h5,368,7
17005,file1000467.h5,368,8
17006,file1000750.h5,368,35
17007,file1000363.h5,368,26
9712,file1000827.h5,372,29
9713,file1001721.h5,372,1
9714,file1001810.h5,372,28
9715,file1000896.h5,372,29
9716,file1001373.h5,372,0
9717,file1002153.h5,372,29
9718,file1001496.h5,372,0
9719,file1000053.h5,372,6
9720,file1000290.h5,372,33
9721,file1002185.h5,372,21
9722,file1002194.h5,372,21
9723,file1000521.h5,372,22
9724,file1002238.h5,372,21
9725,file1002561.h5,372,17
9726,file1001967.h5,372,34
9727,file1001236.h5,372,27
18880,file1001266.h5,368,17
18881,file1000003.h5,368,35
18882,file1001632.h5,368,24
18883,file1002332.h5,368,3
18884,file1001222.h5,368,11
18885,file1001370.h5,368,31
18886,file1000231.h5,368,10
18887,file1002014.h5,368,31
18888,file1001879.h5,368,7
18889,file1002228.h5,368,10
18890,file1002416.h5,368,14
18891,file1001114.h5,368,31
18892,file1002416.h5,368,29
18893,file1000045.h5,368,38
18894,file1001526.h5,368,12
18895,file1001222.h5,368,30
5328,file1001801.h5,372,2
5329,file1001455.h5,372,14
5330,file1000427.h5,372,2
5331,file1002010.h5,372,3
5332,file1000876.h5,372,26
5333,file1000602.h5,372,28
5334,file1002396.h5,372,11
5335,file1001967.h5,372,37
5336,file1001340.h5,372,27
5337,file1001731.h5,372,21
5338,file1000865.h5,372,7
5339,file1001967.h5,372,8
5340,file1001902.h5,372,18
5341,file1001071.h5,372,20
5342,file1000275.h5,372,23
5343,file1001310.h5,372,7
28464,file1000089.h5,368,20
28465,file1001629.h5,368,15
28466,file1001545.h5,368,0
28467,file1002094.h5,368,8
28468,file1002045.h5,368,16
28469,file1000040.h5,368,20
28470,file1001209.h5,368,28
28471,file1000116.h5,368,4
28472,file1002166.h5,368,12
28473,file1000590.h5,368,31
28474,file1001857.h5,368,3
28475,file1000064.h5,368,33
28476,file1002099.h5,368,32
28477,file1001372.h5,368,14
28478,file1000997.h5,368,20
28479,file1000208.h5,368,6
4608,file1001915.h5,372,6
4609,file1000896.h5,372,32
4610,file1001379.h5,372,27
4611,file1000863.h5,372,9
4612,file1001455.h5,372,37
4613,file1001379.h5,372,32
4614,file1000658.h5,372,9
4615,file1000427.h5,372,22
4616,file1001944.h5,372,19
4617,file1002086.h5,372,12
4618,file1002111.h5,372,16
4619,file1000070.h5,372,33
4620,file1001495.h5,372,4
4621,file1000205.h5,372,10
4622,file1000070.h5,372,24
4623,file1000587.h5,372,17
2768,file1001960.h5,372,8
2769,file1002169.h5,372,26
2770,file1001485.h5,372,0
2771,file1002139.h5,372,6
2772,file1001071.h5,372,2
2773,file1002139.h5,372,1
2774,file1002034.h5,372,0
2775,file1002134.h5,372,26
2776,file1000427.h5,372,20
2777,file1000863.h5,372,20
2778,file1001261.h5,372,5
2779,file1001571.h5,372,0
2780,file1001261.h5,372,0
2781,file1000848.h5,372,23
2782,file1002203.h5,372,28
2783,file1000768.h5,372,15
14400,file1002090.h5,368,1
14401,file1002117.h5,368,15
14402,file1001228.h5,368,17
14403,file1002430.h5,368,26
14404,file1001993.h5,368,23
14405,file1002324.h5,368,14
14406,file1001861.h5,368,35
14407,file1000585.h5,368,24
14408,file1002361.h5,368,17
14409,file1000754.h5,368,19
14410,file1001498.h5,368,32
14411,file1002492.h5,368,37
14412,file1000285.h5,368,14
14413,file1001108.h5,368,17
14414,file1000120.h5,368,27
14415,file1000479.h5,368,25
17584,file1000467.h5,368,18
17585,file1002189.h5,368,8
17586,file1002154.h5,368,32
17587,file1000952.h5,368,33
17588,file1001087.h5,368,30
17589,file1002325.h5,368,8
17590,file1002516.h5,368,23
17591,file1001905.h5,368,16
17592,file1002089.h5,368,28
17593,file1002385.h5,368,17
17594,file1001927.h5,368,16
17595,file1001922.h5,368,2
17596,file1000952.h5,368,13
17597,file1000540.h5,368,14
17598,file1001561.h5,368,3
17599,file1000859.h5,368,26
12080,file1001203.h5,372,11
12081,file1000968.h5,372,1
12082,file1001783.h5,372,4
12083,file1000420.h5,372,15
12084,file1000338.h5,372,26
12085,file1000715.h5,372,3
12086,file1002510.h5,372,20
12087,file1001582.h5,372,8
12088,file1000123.h5,372,7
12089,file1001544.h5,372,27
12090,file1000568.h5,372,10
12091,file1001745.h5,372,28
12092,file1002203.h5,372,13
12093,file1002359.h5,372,23
12094,file1000060.h5,372,20
12095,file1002112.h5,372,0
28336,file1002094.h5,368,27
28337,file1000170.h5,368,16
28338,file1002099.h5,368,2
28339,file1002098.h5,368,9
28340,file1000403.h5,368,12
28341,file1000859.h5,368,30
28342,file1000023.h5,368,7
28343,file1001942.h5,368,4
28344,file1001319.h5,368,24
28345,file1002440.h5,368,34
28346,file1001560.h5,368,6
28347,file1001242.h5,368,33
28348,file1001526.h5,368,1
28349,file1001333.h5,368,29
28350,file1000307.h5,368,13
28351,file1000795.h5,368,33
14048,file1000101.h5,368,21
14049,file1002037.h5,368,27
14050,file1001479.h5,368,31
14051,file1001022.h5,368,34
14052,file1000116.h5,368,32
14053,file1000324.h5,368,7
14054,file1002518.h5,368,8
14055,file1002043.h5,368,27
14056,file1001005.h5,368,4
14057,file1001728.h5,368,13
14058,file1002368.h5,368,9
14059,file1001235.h5,368,13
14060,file1001286.h5,368,35
14061,file1001369.h5,368,18
14062,file1001295.h5,368,11
14063,file1000285.h5,368,26
6304,file1000848.h5,372,12
6305,file1000834.h5,372,18
6306,file1001513.h5,372,12
6307,file1001236.h5,372,3
6308,file1000587.h5,372,4
6309,file1000070.h5,372,32
6310,file1001866.h5,372,10
6311,file1002543.h5,372,23
6312,file1000504.h5,372,22
6313,file1002027.h5,372,25
6314,file1001602.h5,372,0
6315,file1000970.h5,372,14
6316,file1000988.h5,372,9
6317,file1001360.h5,372,3
6318,file1000568.h5,372,6
6319,file1001403.h5,372,24
18304,file1001694.h5,368,5
18305,file1001969.h5,368,9
18306,file1002046.h5,368,14
18307,file1001748.h5,368,20
18308,file1000882.h5,368,10
18309,file1002439.h5,368,29
18310,file1000499.h5,368,3
18311,file1000633.h5,368,30
18312,file1001053.h5,368,8
18313,file1001956.h5,368,21
18314,file1001619.h5,368,1
18315,file1002045.h5,368,19
18316,file1000089.h5,368,38
18317,file1002098.h5,368,28
18318,file1000173.h5,368,13
18319,file1000548.h5,368,5
7664,file1002194.h5,372,4
7665,file1001609.h5,372,16
7666,file1002229.h5,372,3
7667,file1002262.h5,372,1
7668,file1000301.h5,372,27
7669,file1002076.h5,372,32
7670,file1000896.h5,372,7
7671,file1001867.h5,372,15
7672,file1000896.h5,372,27
7673,file1001173.h5,372,17
7674,file1002396.h5,372,16
7675,file1000610.h5,372,21
7676,file1000143.h5,372,25
7677,file1001198.h5,372,31
7678,file1000971.h5,372,24
7679,file1001198.h5,372,25
12192,file1001475.h5,372,28
12193,file1001915.h5,372,32
12194,file1002239.h5,372,19
12195,file1000342.h5,372,31
12196,file1001131.h5,372,8
12197,file1000005.h5,372,27
12198,file1001360.h5,372,25
12199,file1001906.h5,372,22
12200,file1001722.h5,372,26
12201,file1001783.h5,372,1
12202,file1000736.h5,372,28
12203,file1001392.h5,372,5
12204,file1002469.h5,372,15
12205,file1001584.h5,372,6
12206,file1001169.h5,372,7
12207,file1001150.h5,372,20
8224,file1002076.h5,372,19
8225,file1000689.h5,372,15
8226,file1000012.h5,372,13
8227,file1002476.h5,372,15
8228,file1001161.h5,372,29
8229,file1001963.h5,372,28
8230,file1002495.h5,372,19
8231,file1000833.h5,372,30
8232,file1001379.h5,372,14
8233,file1001685.h5,372,20
8234,file1000734.h5,372,13
8235,file1001149.h5,372,34
8236,file1002500.h5,372,12
8237,file1000315.h5,372,19
8238,file1001362.h5,372,16
8239,file1001519.h5,372,22
1952,file1000873.h5,372,2
1953,file1001810.h5,372,18
1954,file1001373.h5,372,10
1955,file1001685.h5,372,31
1956,file1000200.h5,372,26
1957,file1002211.h5,372,6
1958,file1001051.h5,372,22
1959,file1000933.h5,372,18
1960,file1001452.h5,372,9
1961,file1000493.h5,372,9
1962,file1000374.h5,372,9
1963,file1001203.h5,372,4
1964,file1001071.h5,372,16
1965,file1000919.h5,372,18
1966,file1002153.h5,372,19
1967,file1001733.h5,372,2
29136,file1001139.h5,368,33
29137,file1002097.h5,368,42
29138,file1000173.h5,368,28
29139,file1002444.h5,368,23
29140,file1001800.h5,368,6
29141,file1000159.h5,368,32
29142,file1001694.h5,368,24
29143,file1000475.h5,368,26
29144,file1001692.h5,368,20
29145,file1002195.h5,368,19
29146,file1002358.h5,368,8
29147,file1002326.h5,368,38
29148,file1002073.h5,368,13
29149,file1000795.h5,368,6
29150,file1001888.h5,368,14
29151,file1001388.h5,368,7
10464,file1000602.h5,372,10
10465,file1001967.h5,372,7
10466,file1000129.h5,372,11
10467,file1000109.h5,372,28
10468,file1001675.h5,372,13
10469,file1000827.h5,372,24
10470,file1002511.h5,372,33
10471,file1000521.h5,372,10
10472,file1000141.h5,372,36
10473,file1002338.h5,372,25
10474,file1001602.h5,372,11
10475,file1002476.h5,372,5
10476,file1000612.h5,372,34
10477,file1001519.h5,372,24
10478,file1001185.h5,372,17
10479,file1002354.h5,372,26
18464,file1001901.h5,368,15
18465,file1001205.h5,368,12
18466,file1001742.h5,368,30
18467,file1000914.h5,368,22
18468,file1001728.h5,368,35
18469,file1001564.h5,368,25
18470,file1001636.h5,368,10
18471,file1002554.h5,368,17
18472,file1000357.h5,368,13
18473,file1000094.h5,368,14
18474,file1000321.h5,368,4
18475,file1001993.h5,368,29
18476,file1001656.h5,368,29
18477,file1001432.h5,368,11
18478,file1001106.h5,368,11
18479,file1001285.h5,368,10
31040,file1000819.h5,368,6
31041,file1001905.h5,368,33
31042,file1002227.h5,368,15
31043,file1000210.h5,368,15
31044,file1000287.h5,368,4
31045,file1000249.h5,368,6
31046,file1001613.h5,368,36
31047,file1001228.h5,368,26
31048,file1000331.h5,368,25
31049,file1000691.h5,368,3
31050,file1000252.h5,368,24
31051,file1000777.h5,368,28
31052,file1001385.h5,368,20
31053,file1001732.h5,368,19
31054,file1000640.h5,368,7
31055,file1000770.h5,368,1
5728,file1001149.h5,372,11
5729,file1000154.h5,372,13
5730,file1001436.h5,372,16
5731,file1000587.h5,372,26
5732,file1001504.h5,372,3
5733,file1000715.h5,372,2
5734,file1002458.h5,372,14
5735,file1000653.h5,372,31
5736,file1000084.h5,372,8
5737,file1002076.h5,372,25
5738,file1000959.h5,372,31
5739,file1001777.h5,372,11
5740,file1000721.h5,372,5
5741,file1000088.h5,372,7
5742,file1001037.h5,372,11
5743,file1002256.h5,372,15
18912,file1000307.h5,368,38
18913,file1001540.h5,368,24
18914,file1001155.h5,368,6
18915,file1002541.h5,368,30
18916,file1001200.h5,368,32
18917,file1001259.h5,368,21
18918,file1001186.h5,368,0
18919,file1001383.h5,368,15
18920,file1000402.h5,368,23
18921,file1001888.h5,368,15
18922,file1001528.h5,368,0
18923,file1000563.h5,368,34
18924,file1001319.h5,368,22
18925,file1000627.h5,368,31
18926,file1000213.h5,368,29
18927,file1001154.h5,368,15
17136,file1000061.h5,368,13
17137,file1002089.h5,368,25
17138,file1002471.h5,368,10
17139,file1002024.h5,368,40
17140,file1002304.h5,368,31
17141,file1000307.h5,368,24
17142,file1002227.h5,368,34
17143,file1001616.h5,368,30
17144,file1001564.h5,368,31
17145,file1002356.h5,368,1
17146,file1001748.h5,368,7
17147,file1002334.h5,368,32
17148,file1002361.h5,368,30
17149,file1000486.h5,368,11
17150,file1001927.h5,368,30
17151,file1001210.h5,368,40
29808,file1002444.h5,368,17
29809,file1000807.h5,368,30
29810,file1000888.h5,368,37
29811,file1001806.h5,368,13
29812,file1001460.h5,368,8
29813,file1002046.h5,368,6
29814,file1002056.h5,368,15
29815,file1002399.h5,368,23
29816,file1001830.h5,368,1
29817,file1001642.h5,368,13
29818,file1000351.h5,368,19
29819,file1002437.h5,368,25
29820,file1001742.h5,368,21
29821,file1001042.h5,368,24
29822,file1001521.h5,368,32
29823,file1002473.h5,368,27
16800,file1002293.h5,368,5
16801,file1002170.h5,368,22
16802,file1001659.h5,368,32
16803,file1002151.h5,368,22
16804,file1001879.h5,368,29
16805,file1002048.h5,368,12
16806,file1001062.h5,368,27
16807,file1001878.h5,368,22
16808,file1000069.h5,368,2
16809,file1001023.h5,368,17
16810,file1002430.h5,368,10
16811,file1001200.h5,368,28
16812,file1002325.h5,368,33
16813,file1001246.h5,368,31
16814,file1000777.h5,368,0
16815,file1000403.h5,368,20
14832,file1002115.h5,368,3
14833,file1000619.h5,368,5
14834,file1001992.h5,368,0
14835,file1002041.h5,368,10
14836,file1001638.h5,368,35
14837,file1001723.h5,368,35
14838,file1001758.h5,368,0
14839,file1002014.h5,368,23
14840,file1001183.h5,368,24
14841,file1001863.h5,368,15
14842,file1001257.h5,368,31
14843,file1002096.h5,368,28
14844,file1001372.h5,368,6
14845,file1001993.h5,368,17
14846,file1001748.h5,368,12
14847,file1000138.h5,368,20
448,file1001147.h5,372,26
449,file1001580.h5,372,11
450,file1000290.h5,372,19
451,file1001590.h5,372,18
452,file1001494.h5,372,24
453,file1001966.h5,372,13
454,file1002186.h5,372,8
455,file1001494.h5,372,25
456,file1001350.h5,372,15
457,file1000834.h5,372,25
458,file1002238.h5,372,18
459,file1000001.h5,372,16
460,file1001310.h5,372,5
461,file1000298.h5,372,11
462,file1001906.h5,372,29
463,file1000109.h5,372,5
18592,file1001259.h5,368,11
18593,file1002151.h5,368,7
18594,file1000539.h5,368,9
18595,file1002325.h5,368,12
18596,file1001528.h5,368,3
18597,file1000947.h5,368,29
18598,file1001130.h5,368,18
18599,file1000738.h5,368,30
18600,file1001814.h5,368,30
18601,file1001498.h5,368,29
18602,file1001521.h5,368,22
18603,file1002514.h5,368,10
18604,file1001861.h5,368,0
18605,file1001286.h5,368,22
18606,file1002069.h5,368,10
18607,file1000560.h5,368,6
4272,file1000195.h5,372,4
4273,file1000529.h5,372,30
4274,file1000081.h5,372,0
4275,file1001688.h5,372,32
4276,file1000117.h5,372,9
4277,file1000833.h5,372,15
4278,file1001437.h5,372,14
4279,file1001309.h5,372,17
4280,file1002023.h5,372,4
4281,file1001866.h5,372,7
4282,file1000015.h5,372,6
4283,file1000755.h5,372,15
4284,file1002537.h5,372,29
4285,file1002022.h5,372,4
4286,file1000482.h5,372,37
4287,file1001811.h5,372,28
21504,file1000943.h5,368,28
21505,file1000481.h5,368,19
21506,file1001176.h5,368,33
21507,file1002118.h5,368,35
21508,file1001991.h5,368,15
21509,file1000510.h5,368,15
21510,file1002303.h5,368,26
21511,file1002293.h5,368,32
21512,file1001029.h5,368,31
21513,file1000883.h5,368,33
21514,file1002352.h5,368,22
21515,file1001304.h5,368,7
21516,file1000064.h5,368,22
21517,file1000434.h5,368,4
21518,file1002287.h5,368,5
21519,file1001856.h5,368,1
29184,file1000829.h5,368,13
29185,file1000138.h5,368,12
29186,file1002309.h5,368,19
29187,file1000058.h5,368,16
29188,file1001106.h5,368,33
29189,file1000339.h5,368,7
29190,file1001985.h5,368,27
29191,file1000486.h5,368,23
29192,file1000927.h5,368,31
29193,file1001748.h5,368,17
29194,file1001860.h5,368,34
29195,file1002098.h5,368,39
29196,file1000261.h5,368,18
29197,file1002024.h5,368,4
29198,file1002494.h5,368,16
29199,file1001288.h5,368,2
18512,file1001259.h5,368,20
18513,file1000943.h5,368,30
18514,file1000489.h5,368,19
18515,file1000637.h5,368,34
18516,file1000962.h5,368,7
18517,file1000010.h5,368,23
18518,file1002358.h5,368,4
18519,file1000069.h5,368,13
18520,file1000393.h5,368,27
18521,file1001922.h5,368,28
18522,file1002441.h5,368,17
18523,file1001155.h5,368,0
18524,file1001636.h5,368,22
18525,file1001005.h5,368,38
18526,file1000313.h5,368,30
18527,file1000573.h5,368,9
27376,file1001023.h5,368,32
27377,file1000149.h5,368,31
27378,file1001113.h5,368,1
27379,file1000233.h5,368,19
27380,file1000539.h5,368,19
27381,file1000057.h5,368,28
27382,file1001358.h5,368,33
27383,file1001732.h5,368,32
27384,file1002046.h5,368,0
27385,file1001673.h5,368,31
27386,file1001661.h5,368,18
27387,file1001004.h5,368,33
27388,file1001134.h5,368,35
27389,file1001004.h5,368,16
27390,file1001778.h5,368,27
27391,file1000914.h5,368,14
5488,file1002055.h5,372,23
5489,file1001147.h5,372,25
5490,file1001413.h5,372,2
5491,file1001131.h5,372,22
5492,file1002497.h5,372,6
5493,file1000495.h5,372,6
5494,file1002500.h5,372,4
5495,file1001708.h5,372,17
5496,file1002300.h5,372,6
5497,file1001340.h5,372,32
5498,file1001452.h5,372,15
5499,file1001572.h5,372,13
5500,file1001979.h5,372,16
5501,file1001145.h5,372,35
5502,file1001541.h5,372,35
5503,file1001791.h5,372,12
4080,file1001920.h5,372,3
4081,file1002256.h5,372,7
4082,file1000084.h5,372,33
4083,file1000994.h5,372,18
4084,file1001348.h5,372,18
4085,file1001791.h5,372,25
4086,file1000955.h5,372,4
4087,file1000340.h5,372,16
4088,file1001791.h5,372,2
4089,file1000176.h5,372,14
4090,file1001185.h5,372,15
4091,file1001854.h5,372,4
4092,file1000639.h5,372,23
4093,file1000490.h5,372,2
4094,file1001975.h5,372,15
4095,file1001393.h5,372,32
1584,file1001902.h5,372,22
1585,file1002315.h5,372,26
1586,file1001445.h5,372,7
1587,file1000963.h5,372,4
1588,file1001310.h5,372,31
1589,file1001685.h5,372,1
1590,file1001203.h5,372,32
1591,file1001455.h5,372,30
1592,file1002134.h5,372,21
1593,file1002245.h5,372,21
1594,file1001169.h5,372,26
1595,file1000070.h5,372,19
